Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,What do you think about an option of Auto-Play or NP skip?,Do you think Aniplex and DW care about the F2P NA player and fanbase?,"How do you feel the game runs for you, after the game engine change? (From Unity5 to Unity 2018)","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),What is your preferred card type? or meta?,"Do you often play with your waifu/husbando/favorite character, or mostly do you play with meta?","Do you play any other gacha contained in this list, or any other gacha in general?","Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,What do you think about an option of Auto-Play or NP skip?,Do you think Aniplex and DW care about the NA player and fanbase?,"How do you feel the game runs for you, after the game engine change? (From Unity5 to Unity 2018)","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),What is your preferred card type? or meta?,"Do you often play with your waifu/husbando/favorite character, or mostly do you play with meta?","Do you play any other gacha contained in this list, or any other gacha in general?","Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,What do you think about an option of Auto-Play or NP skip?,Do you think Aniplex and DW care about the NA player and fanbase?,"How do you feel the game runs for you, after the game engine change? (From Unity5 to Unity 2018)","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),What is your preferred card type? or meta?,"Do you often play with your waifu/husbando/favorite character, or mostly do you play with meta?","Do you play any other gacha contained in this list, or any other gacha in general?","Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,What do you think about an option of Auto-Play or NP skip?,Do you think Aniplex and DW care about the NA player and fanbase?,"How do you feel the game runs for you, after the game engine change? (From Unity5 to Unity 2018)","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),What is your preferred card type? or meta?,"Do you often play with your waifu/husbando/favorite character, or mostly do you play with meta?","Do you play any other gacha contained in this list, or any other gacha in general?","Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,What do you think about an option of Auto-Play or NP skip?,Do you think Aniplex and DW care about the NA player and fanbase?,"How do you feel the game runs for you, after the game engine change? (From Unity5 to Unity 2018)","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),What is your preferred card type? or meta?,"Do you often play with your waifu/husbando/favorite character, or mostly do you play with meta?","Do you play any other gacha contained in this list, or any other gacha in general?","Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,What do you think about an option of Auto-Play or NP skip?,Do you think Aniplex and DW care about the NA player and fanbase?,"How do you feel the game runs for you, after the game engine change? (From Unity5 to Unity 2018)","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),What is your preferred card type? or meta?,"Do you often play with your waifu/husbando/favorite character, or mostly do you play with meta?","Do you play any other gacha contained in this list, or any other gacha in general?","Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,What do you think about an option of Auto-Play or NP skip?,Do you think Aniplex and DW care about the NA player and fanbase?,"How do you feel the game runs for you, after the game engine change? (From Unity5 to Unity 2018)","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),What is your preferred card type? or meta?,"Do you often play with your waifu/husbando/favorite character, or mostly do you play with meta?","Do you play any other gacha contained in this list, or any other gacha in general?","Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?"
12/07/2020 2:41:15,F2P,"Artoria Pendragon, Altera, Okita Souji",Arjuna,Enkidu,,"Xuanzang, Scáthach-Skaði",,,,,Okita Sōji (Alter),,No,Between 6 months and 1 year,10,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the F2P players in the game.","(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Okita,,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:41:21,F2P,,,"Brynhildr, Ereshkigal",,Scáthach-Skaði,,,,,,,No,Between 6 months and 1 year,3.,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Not Sure,"(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Ereshkigal,Grilles De rais,Quick,I do a mix of both.,Grand Blue Fantasy,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:41:54,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Orion,Enkidu,,Scáthach-Skaði,MHX,,"Jeanne D'arc, Amakusa Shirou",,"Meltlilith, Okita Sōji (Alter)",,No,More than 3 years,15,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Scathach,Astolfo,Quick,I often prefer waifu/husbando/favorite character to play.,"FE: Heroes, Arknights, Dragalia Lost",Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:43:12,F2P,"Artoria Pendragon, Miyamoto Musashi","Orion, James Moriarty",Enkidu,,,King Hassan,Cu Chulainn [Alter],Sherlock Holmes,,,,Yes,Between 1 year and 1 year 6 months,8,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",I want no changes,Not Sure,"(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Merlin,Scathach-Skadi,Buster,I often prefer to play with meta characters.,I only play FGO as gacha,Female,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:43:52,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Ryougi Shiki, Miyamoto Musashi","Arjuna, Artoria Pendragon [Archer]","Enkidu, Ereshkigal","Francis Drake, Artoria Pendragon [Rider Alter]","Zhuge Liang [El-Melloi II], Merlin, Scáthach-Skaði","Jack the Ripper, MHX","Vlad III, Mysterious Heroine X (Alter)",Sherlock Holmes,Jeanne D'arc [Alter],Okita Sōji (Alter),,No,More than 3 years,21,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Not Sure,(iOS) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Artoria ,Arjuna ,Buster,I do a mix of both.,FE: Heroes,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:43:45,Moderate Spender (51-100~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Ryougi Shiki, Arthur Pendragon [Prototype]","Gilgamesh, Artoria Pendragon [Archer]",Enkidu,"Queen Medb, Ozymandias, Quetzalcoatl, Achilles","Zhuge Liang [El-Melloi II], Xuanzang, Merlin, Scheherazade, Scáthach-Skaði","Jack the Ripper, Cleopatra","Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Meltlilith,,Yes,Between 1 year 6 months and 2 years,35,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Cu Alter!,Caster of Nightless City ,Buster,My waifu/husbando/favorite character is meta.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:44:00,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Artoria Pendragon [Archer],Karna,Achilles,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin, Nero Claudius [Caster], Scáthach-Skaði",Jack the Ripper,Minamoto no Raikō,Sherlock Holmes,,,Katsushika Hokusai,Yes,Between 2 years and 2 years 6 months,14,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.",Indifferent,Sherlock Holmes,,Arts,I often prefer to play with meta characters.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:44:15,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,,Enkidu,,Zhuge Liang [El-Melloi II],Semiramis,Mysterious Heroine X (Alter),,,Okita Sōji (Alter),"Abigail Williams, Katsushika Hokusai",Yes,Between 1 year and 1 year 6 months,11,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Sitonai,Columbus,Arts,I do a mix of both.,Sinoalice,Female,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:45:09,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilgamesh, Arjuna, Artoria Pendragon [Archer], Napoléon",,"Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Merlin, Scáthach-Skaði",,"Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],Sesshōin Kiara,,Yes,Between 2 years and 2 years 6 months,18,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.",Indifferent,Jalter,,Arts,I do a mix of both.,,,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:45:55,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]","Arjuna, Artoria Pendragon [Archer], Napoléon","Karna, Enkidu",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Illyasviel von Einzbern, Merlin, Scáthach-Skaði",Jack the Ripper,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,,Meltlilith,"Abigail Williams, Katsushika Hokusai",Yes,Between 2 years and 2 years 6 months,21,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Eresh,,Arts,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:46:39,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karna,,"Tamamo-no-mae, Scáthach-Skaði",,,Jeanne D'arc,Jeanne D'arc [Alter],,,No,Between 6 months and 1 year,8,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.",(Android) I feel it runs the same.,Indifferent,Musashi ,,"I do not prefer any card type or ""meta"".",I do a mix of both.,Azur Lane,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:46:55,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Mordred, Ryougi Shiki","Artoria Pendragon [Archer], James Moriarty","Enkidu, Ereshkigal",,"Zhuge Liang [El-Melloi II], Merlin, Nero Claudius [Caster], Scáthach-Skaði",,,,,Meltlilith,Katsushika Hokusai,Yes,Between 1 year 6 months and 2 years,13,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Don't care,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Medusa (Lancer),Phantom ,Arts,I often prefer waifu/husbando/favorite character to play.,,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:47:23,Low-High Spender (101-200~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride]","Gilgamesh, Ishtar","Karna, Ereshkigal","Ozymandias, Achilles","Zhuge Liang [El-Melloi II], Merlin, Scheherazade, Nero Claudius [Caster], Anastasia, Scáthach-Skaði","Jack the Ripper, MHX, Osakabehime",,Amakusa Shirou,Edmond Dantes,"Meltlilith, Okita Sōji (Alter)","Abigail Williams, Katsushika Hokusai",Yes,Between 1 year 6 months and 2 years,28,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Meltlilith,Gilles de Rais(Caster),Quick,I do a mix of both.,"Azur Lane, Arknights",Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:47:45,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nero Claudius [Bride],,,,,,,,,,,Yes,Less than 6 months,1,"No, I use my quartz as soon I get them.",,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,,"Yes, I think NA should try to catch up in those dead weeks.",nero bride,,Arts,I often prefer to play with meta characters.,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:48:17,Occasional Spender (1-50~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Miyamoto Musashi, Arthur Pendragon [Prototype]","Gilgamesh, Artoria Pendragon [Archer]","Scathach, Karna, Brynhildr","Queen Medb, Ozymandias, Achilles","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin, Scáthach-Skaði","Jack the Ripper, King Hassan, Semiramis","Vlad III, Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",Sesshōin Kiara,Katsushika Hokusai,Yes,More than 3 years,33,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Skadi,Fionn,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:48:34,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride], Miyamoto Musashi","Orion, Arjuna, Artoria Pendragon [Archer]",Brynhildr,"Francis Drake, Queen Medb","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin, Scheherazade, Nero Claudius [Caster], Scáthach-Skaði","Jack the Ripper, Shuten Douji, King Hassan",Vlad III,,Edmond Dantes,,,Yes,Between 2 years 6 months and 3 years,27,"Yes, I have saved for a Servant.",I only rarely got my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Ereshkigal,,Buster,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:49:01,F2P,"Mordred, Sigurd","Arjuna, Ishtar, James Moriarty","Enkidu, Ereshkigal","Artoria Pendragon [Rider Alter], Ivan the Terrible","Zhuge Liang [El-Melloi II], Merlin, Scheherazade","Jack the Ripper, King Hassan",,,Jeanne D'arc [Alter],,,No,Between 2 years and 2 years 6 months,18,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,(Android) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Ereshkigal,,Buster,I do a mix of both.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:49:25,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Arjuna,"Enkidu, Ereshkigal",Achilles,"Tamamo-no-mae, Merlin","Jack the Ripper, Cleopatra","Sakata Kintoki, Vlad III",Jeanne D'arc,Jeanne D'arc [Alter],Okita Sōji (Alter),Abigail Williams,No,Between 1 year and 1 year 6 months,15,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",I don't care,"No, they've been doing not a good job to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Illyasviel von Einzbern,Scheherazade,Buster,I do a mix of both.,Magia Record,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020 2:49:31,Low-High Spender (101-200~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Ryougi Shiki",,Tamamo no Mae [Lancer],Achilles,"Zhuge Liang [El-Melloi II], Xuanzang, Merlin, Scheherazade, Nero Claudius [Caster], Anastasia, Scáthach-Skaði",,,Jeanne D'arc,,Meltlilith,,Yes,Between 1 year and 1 year 6 months,17,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",I want no changes,Not Sure,(Android) I feel it runs worse.,"Yes, I think NA should try to catch up in those dead weeks.",Paul Bunyan,Moth Man,Arts,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
